,subject,color,gi,mi,status,bp,wp,response,rt
2328,6.0,0,22,4,playing,000100000001000000000000000000000000,000010000000001000000000000000000000,19,1.857
2221,6.0,1,13,5,playing,000000000000010000000001000000100000,000000000000000000000010000000001000,12,4.602
2230,6.0,0,14,6,playing,000100000001010000000000000000000000,000001100000100000000000000000000000,4,3.816
2213,6.0,0,12,6,playing,000000000000001100000000000000001000,000000000000000000001000000000110000,13,3.909
2386,6.0,0,26,8,playing,001100100000010000000000000000000000,000011000000100000000100000000000000,23,3.966
2250,6.0,1,15,9,playing,000110000000001000000000000000011000,001001000000100000000010000000000000,29,4.478
2151,6.0,0,8,28,playing,000100100010010001011001011000111010,100011001001101110000010100011000100,18,6.343
2226,6.0,0,14,2,playing,000000000001000000000000000000000000,000000000000100000000000000000000000,3,1.339
2270,6.0,1,17,7,playing,000000000000011000000110000000000000,000001000000100100000000000000000000,23,6.227
2209,6.0,0,12,2,playing,000000000000000100000000000000000000,000000000000000000000000000000100000,14,1.242
2059,6.0,1,3,23,playing,000101100011010000000101000100011010,010010010000001000010010100011100100,12,8.549
2047,6.0,1,3,11,playing,000000100000010000000001000000011010,000010000000001000000010100000100000,33,2.981
2196,6.0,1,11,3,playing,000000000000001100000000000000000000,000000000001000000000000000000000000,13,2.962
2053,6.0,1,3,17,playing,000001100001010000000101000000011010,000010010000001000000010100001100100,1,1.455
2371,6.0,1,25,1,playing,000001000000000000000000000000000000,000000000000000000000000000000000000,11,3.735
2219,6.0,1,13,3,playing,000000000000000000000001000000100000,000000000000000000000010000000000000,32,5.482
2373,6.0,1,25,3,playing,000011000000000000000000000000000000,000000000001000000000000000000000000,3,1.359
2234,6.0,0,14,10,playing,000110001001010000000000000000000000,000001110000100100000000000000000000,23,2.167
2380,6.0,0,26,2,playing,001000000000000000000000000000000000,000001000000000000000000000000000000,3,1.623
2087,6.0,1,5,5,playing,000000000000010000000010010000000000,000000000000001000000000100000000000,4,3.398
2165,6.0,1,9,11,playing,000000000000110000001110000100000000,000100000001000010010001000000000000,5,5.488
2092,6.0,0,6,2,playing,000000010000000000000000000000000000,000000000000000000000001000000000000,5,5.207
2010,6.0,1,1,5,playing,000000000000110001000000000000000000,000000000000000110000000000000000000,14,3.196
2094,6.0,0,6,4,playing,000001010000000000000000000000000000,000000100000000000000001000000000000,25,3.121
2314,6.0,1,21,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,1,3.322
2242,6.0,1,15,1,playing,000010000000000000000000000000000000,000000000000000000000000000000000000,12,1.492
2027,6.0,0,2,6,playing,001000000000101000000000000000000000,000010000000000000000000000000001100,15,5.441
2288,6.0,1,19,1,playing,000000000000100000000000000000000000,000000000000000000000000000000000000,16,2.626
2074,6.0,0,4,4,playing,000100000000010000000000000000000000,000000000000000000000001000000100000,5,3.156
2137,6.0,0,8,14,playing,000100000000010000001001000000101010,000010000000101100000010100000000100,6,1.609
1987,6.0,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,27,8.842
2224,6.0,0,14,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,3.05
2264,6.0,1,17,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,15,2.043
2117,6.0,1,7,7,playing,000110000000001000000010000000000000,001001000000100000000000000000000000,13,2.938
2355,6.0,1,23,13,playing,000110000000010000000111000000100000,000000000001100000001000100001010000,33,1.7
2217,6.0,1,13,1,playing,000000000000000000000000000000100000,000000000000000000000000000000000000,22,0.99
2177,6.0,0,10,8,playing,000000000001100000000110000000000000,010000000000001000010000000000100000,28,5.297
