,subject,color,gi,mi,status,bp,wp,response,rt
1571,9,1,3,3,playing,000000001000000000000000000000001000,000000000000000000000000100000000000,23,3.933
1577,9,1,3,15,playing,000001001000011100000010000010001000,000010100000100000001101100000000000,16,2.881
1546,9,0,0,10,playing,000000000000110000000001000000110000,000000000000001000000010100000001010,4,2.457
1596,9,1,5,9,playing,000000000000001000000111000001000000,000000000001000000001000100000001000,13,11.097
1598,9,1,5,13,playing,000000000000001000000111000011100000,000000100001010000001000100000001000,27,2.523
1602,9,0,6,6,playing,000000000011100000000000000000000000,000100000100010000000000000000000000,2,5.658
1570,9,1,3,1,playing,000000001000000000000000000000000000,000000000000000000000000000000000000,24,4.874
1586,9,1,3,33,playing,011001001101011101010010010010101010,000110110010100010101101101001010001,0,1.274
1663,9,1,13,7,playing,000000000000001000000010100000001000,001000000000000000000001000000010000,4,5.049
1563,9,0,2,8,playing,000000000001110000000000000100000000,000000000110001000100000000000000000,3,3.942
1616,9,1,7,19,playing,000111000000001100000011000000110010,000000110000010000000100100001001101,2,1.595
1608,9,1,7,3,playing,000000000000000000000000000000110000,000000000000000000000100000000000000,29,1.056
1579,9,1,3,19,playing,000001001000011100000010010010101000,000010100000100010001101100000000001,31,18.685
1557,9,1,1,17,playing,000100010000011010000000100000010011,000010100000100100000001010000001100,20,5.087
1575,9,1,3,11,playing,000001001000011000000010000000001000,000010100000100000000001100000000000,20,22.905
1542,9,0,0,2,playing,000000000000010000000000000000000000,000000000000001000000000000000000000,23,6.292
1582,9,1,3,25,playing,001001001001011100010010010010101000,000110100000100010101101100000010001,10,9.716
1547,9,0,0,12,playing,000010000000110000000001000000110000,000000000000001100000010100000001010,28,3.274
1561,9,0,2,4,playing,000000000000110000000000000000000000,000000000100000000100000000000000000,27,2.631
1657,9,0,12,6,playing,000000000001100000000000000001000000,000100000000010000000100000000000000,4,8.031
1675,9,1,15,5,playing,000000000000000000000011010000000000,000000000000100000000100000000000000,24,1.858
1593,9,1,5,3,playing,000000000000000000000110000000000000,000000000001000000000000000000000000,20,2.391
1548,9,0,0,14,win,000010000000110000000001000010110000,000000000000001100000010110000001010,20,1.916
1583,9,1,3,27,playing,001001001101011100010010010010101000,000110100010100010101101100000010001,29,11.079
1639,9,1,9,9,playing,000001000000011000000101000000000000,000010000000100000000000000001001000,22,17.926
1584,9,1,3,29,playing,001001001101011101010010010010101000,000110100010100010101101100001010001,7,2.24
1541,9,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,4.134
1601,9,0,6,4,playing,000000000001100000000000000000000000,000100000000010000000000000000000000,10,9.859
1609,9,1,7,5,playing,000001000000000000000000000000110000,000000000000000000000100000001000000,32,2.204
1628,9,0,8,6,playing,001000000001010000000000000000000000,000000000000101000000010000000000000,21,29.499
