,subject,color,gi,mi,status,bp,wp,response,rt
1811,10,0,14,22,playing,010001000001011000001011100000110000,000110100010100110000100010001001000,7,1.899
1752,10,1,7,7,win,000010000000101000100000000000000000,000000000000000000000111000000000000,24,0.946
1780,10,1,11,7,playing,000000010000010000000001000000001000,000000000000001000000010000000000100,6,2.49
1774,10,0,10,2,playing,000000000000000000000010000000000000,000000000000010000000000000000000000,23,1.755
1729,10,0,4,8,playing,000000000000001000000110000000001000,000000000000010000000001000000110000,15,2.413
1705,10,0,2,8,playing,000000000000010000000001100000010000,000000000000100100000000000000001100,22,3.835
1755,10,0,8,4,playing,000000000000000000000011000000000000,000000000000000000000100000000100000,12,2.453
1746,10,0,6,2,playing,000000000000000000000100000000000000,000100000000000000000000000000000000,22,2.741
1806,10,0,14,12,playing,000001000000011000000011000000010000,000110100000000100000100000000001000,24,2.956
1684,10,0,0,8,playing,000000000001000100000010000001000000,010100000000000000001000000000010000,2,3.637
1715,10,1,3,17,playing,001110000000010000011100000100010000,010001000001100000000011000011000000,18,1.511
1825,10,1,17,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,22,0.721
1885,10,0,24,12,playing,000001000001000000001110000000010000,000000000000101000010001100000001000,13,2.56
1775,10,0,10,4,playing,000000000000000000000011000000000000,000000000000010000000000000100000000,24,1.982
1731,10,0,4,12,playing,000000000001001100000110000000001000,000010000000110000000001000000110000,20,4.888
1890,10,1,25,7,playing,000000000000001110000000100000000000,000000000000010001000010000000000000,33,4.919
1768,10,1,9,19,playing,001011100001000100000101000001001000,010100010000111000000010100000100000,20,1.745
1818,10,1,15,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,22,1.123
1858,10,0,20,14,playing,010000000000000000001110000100011000,101101000001000000010001000000000000,4,1.152
1861,10,1,21,3,playing,000000000000000000000000000000001010,000000000000010000000000000000000000,33,1.332
1680,10,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,3.445
1725,10,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,21,3.423
1830,10,1,17,11,playing,000010000000100000000001000001101000,000000000000011000000110000000010000,20,4.905
1860,10,1,21,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,13,1.019
1720,10,1,3,27,playing,001110000100010100011100010100111000,010001000011101000100011100011000100,6,12.064
1783,10,0,12,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.938
1855,10,0,20,8,playing,000000000000000000001110000000010000,100100000000000000010001000000000000,32,4.24
1707,10,1,3,1,playing,000000000000000000000100000000000000,000000000000000000000000000000000000,22,1.73
1698,10,1,1,9,playing,010000000000100100000011000000000000,000000000001010000000100000000010000,24,12.412
1869,10,0,22,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.879
1796,10,1,13,7,playing,000000000100010000001000000000100000,000000000001000000000110000000000000,31,2.808
1846,10,1,19,5,playing,000000000001001100000000000000000000,000000000000010000000010000000000000,23,1.93
1749,10,1,7,1,playing,000000000000000000100000000000000000,000000000000000000000000000000000000,21,0.794
1792,10,0,12,18,playing,000010000001010000000111000001001100,000101000010100000001000100000110010,14,8.616
1762,10,1,9,7,playing,000011000001000000000100000000000000,000100000000110000000000000000000000,1,2.35
1856,10,0,20,10,playing,000000000000000000001110000000011000,101100000000000000010001000000000000,1,1.251
1883,10,0,24,8,playing,000000000000000000001110000000010000,000000000000100000010001000000001000,11,2.591
1879,10,0,24,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.934
1726,10,0,4,2,playing,000000000000000000000100000000000000,000000000000010000000000000000000000,22,2.706
1681,10,0,0,2,playing,000000000001000000000000000000000000,010000000000000000000000000000000000,22,4.364
1842,10,0,18,14,playing,010000010000000100000011000000100100,001100000001100000000100000000011000,24,7.043
1701,10,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,2.541
1778,10,1,11,3,playing,000000000000000000000001000000001000,000000000000000000000010000000000000,14,1.711
1706,10,0,2,10,win,000000000000010000000011100000010000,000001000000100100000000000000001100,25,1.562
1837,10,0,18,4,playing,000000000000000000000011000000000000,001000000000000000000100000000000000,15,3.966
1859,10,0,20,16,playing,010010000000000000001110000100011000,101101000001010000010001000000000000,30,3.937
1836,10,0,18,2,playing,000000000000000000000010000000000000,001000000000000000000000000000000000,23,1.344
1732,10,0,4,14,playing,000000000001001100001110000000001000,000010000000110000010001000000110000,24,9.588
1893,10,1,25,13,playing,000011000000001110000000100000001000,000000001000010001000010000000000110,3,2.3
1835,10,0,18,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,2.419
1804,10,0,14,8,playing,000000000000011000000011000000000000,000010000000000100000100000000001000,31,2.961
1892,10,1,25,11,playing,000010000000001110000000100000001000,000000001000010001000010000000000100,34,1.787
1776,10,0,10,6,win,000000000000000000000011100000000000,000000000000011000000000000100000000,25,0.871
1782,10,1,11,11,playing,000000010000010100000001000000101000,000000100000001000000010100000000100,34,1.203
1819,10,1,15,3,playing,000000000000000000000000000000011000,000000000000000000000010000000000000,30,1.59
1745,10,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,21,0.965
1839,10,0,18,8,playing,000000000000000100000011000000100000,001000000000100000000100000000001000,7,10.184
1808,10,0,14,16,playing,000001000000011000000011100000110000,000110100000000100000100010001001000,11,3.202
1718,10,1,3,23,playing,001110000000010100011100010100011000,010001000001100000100011100011000100,14,7.602
1735,10,0,4,20,playing,000000100001001100001110100010001000,000010000000110010010001000001110100,3,1.482
1862,10,1,21,5,playing,000000000000000000000001000000001010,000000000000010000000000000000000100,14,1.541
1695,10,1,1,3,playing,000000000000100100000000000000000000,000000000000000000000100000000000000,13,2.768
1696,10,1,1,5,playing,000000000000100100000001000000000000,000000000000010000000100000000000000,11,10.892
1816,10,0,14,32,playing,010001010101011001101011100000110010,001110101010100110000100011101001100,19,2.813
1854,10,0,20,6,playing,000000000000000000001110000000000000,100000000000000000010001000000000000,31,0.911
1864,10,1,21,9,playing,000000000000000100000011000000001010,000000000000011000000000000000010100,24,1.909
1866,10,1,21,13,playing,000000000000100100000111000000001010,000000000000011000001000100000010100,2,1.372
1870,10,0,22,2,playing,000000000000000000000010000000000000,000000000000100000000000000000000000,21,2.481
1823,10,0,16,4,playing,000000000000000000000011000000000000,000000000000010000000000000010000000,24,1.384
1881,10,0,24,4,playing,000000000000000000000110000000000000,000000000000100000000001000000000000,20,1.145
1700,10,1,1,13,playing,010001000000100100000011000000001000,000000000001011000000100100000010000,4,5.271
1686,10,0,0,12,playing,001000000001000100000010000001001000,010100000000100000001000000000110000,21,5.591
1845,10,1,19,3,playing,000000000000001100000000000000000000,000000000000000000000010000000000000,13,1.438
1730,10,0,4,10,playing,000000000000001100000110000000001000,000000000000110000000001000000110000,11,15.826
1880,10,0,24,2,playing,000000000000000000000010000000000000,000000000000100000000000000000000000,21,1.272
1822,10,0,16,2,playing,000000000000000000000010000000000000,000000000000000000000000000010000000,23,1.922
1849,10,1,19,11,playing,000110000001001100000100000000000000,000000000000010000000011100000010000,5,4.195
1683,10,0,0,6,playing,000000000001000000000010000001000000,010000000000000000001000000000010000,15,15.593
1843,10,0,18,16,win,010000010000000100000011100000100100,001101000001100000000100000000011000,25,1.159
1740,10,0,4,30,win,000101110001001100101110100010001010,100010000000110011010001010101110101,8,1.054
1760,10,1,9,3,playing,000011000000000000000000000000000000,000000000000100000000000000000000000,3,1.069
1826,10,1,17,3,playing,000000000000000000000000000001001000,000000000000000000000010000000000000,21,1.368
1770,10,1,9,23,playing,101011100001000100000101000001001010,010100010000111000001010100010100000,19,4.805
1807,10,0,14,14,playing,000001000000011000000011100000010000,000110100000000100000100010000001000,30,7.291
1771,10,1,9,25,playing,101011100011000100000101000001001010,010100010000111000011010100010100000,33,5.711
1812,10,0,14,24,playing,010001010001011000001011100000110000,000110100010100110000100010001001100,34,1.591
1703,10,0,2,4,playing,000000000000010000000001000000000000,000000000000000000000000000000001100,31,3.425
1748,10,0,6,6,win,000000000000000000000111000000000000,001110000000000000000000000000000000,24,1.073
1871,10,0,22,4,playing,000000000000000000000110000000000000,000000000000100000000000001000000000,23,1.504
1829,10,1,17,9,playing,000010000000000000000001000001101000,000000000000010000000110000000010000,14,0.991
1889,10,1,25,5,playing,000000000000001110000000000000000000,000000000000010000000010000000000000,17,1.52
1763,10,1,9,9,playing,000011000001000000000101000000000000,010100000000110000000000000000000000,22,10.074
1815,10,0,14,30,playing,010001010101011001001011100000110010,001110100010100110000100011101001100,18,1.872
1773,10,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.259
1737,10,0,4,24,playing,000100100001001100101110100010001000,000010000000110010010001010101110100,34,5.491
1874,10,1,23,3,playing,000000000000000000000000000001100000,000000000000000000000010000000000000,31,1.789
1841,10,0,18,12,playing,000000010000000100000011000000100100,001000000001100000000100000000011000,1,1.371
1872,10,0,22,6,win,000000000000000000000111000000000000,000000000000100000000000001000000001,24,0.975
1887,10,1,25,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,22,0.618
1759,10,1,9,1,playing,000001000000000000000000000000000000,000000000000000000000000000000000000,12,0.858
1797,10,1,13,9,playing,010000000100010000001000000000100000,000000000001000000000110000000010000,23,1.546
1794,10,1,13,3,playing,000000000100010000000000000000000000,000000000000000000000010000000000000,21,1.298
1847,10,1,19,7,playing,000000000001001100000100000000000000,000000000000010000000011000000000000,31,1.583
1891,10,1,25,9,playing,000000000000001110000000100000001000,000000000000010001000010000000000100,8,1.443
1767,10,1,9,17,playing,001011100001000100000101000000001000,010100010000111000000010000000100000,24,5.765
1694,10,1,1,1,playing,000000000000100000000000000000000000,000000000000000000000000000000000000,21,3.884
1743,10,1,5,5,playing,000000000000000000000010000000110000,000000000000001000000100000000000000,13,3.364
