,subject,color,gi,mi,status,bp,wp,response,rt
1538,8,1,3,11,playing,000011100000001100000000010000000000,000100010001010000000100000000000000,35,7.013
1497,8,0,0,2,playing,000000000000010000000000000000000000,001000000000000000000000000000000000,3,18.94
1524,8,0,2,18,playing,010110000001000100001001000001001000,001000010000111000000110100000010000,6,36.223
1528,8,0,2,26,playing,010110100011000100001001000011001010,001001010000111000010110100100010001,0,56.241
1500,8,0,0,8,playing,000101000000110000000000000000000000,001000000000000000000101000000000100,22,14.617
1508,8,1,1,1,playing,000010000000000000000000000000000000,000000000000000000000000000000000000,13,39.355
1534,8,1,3,3,playing,000011000000000000000000000000000000,000000000000000000000100000000000000,3,9.084
1516,8,0,2,2,playing,000000000000000000001000000000000000,000000000000000000000100000000000000,4,28.562
1510,8,1,1,5,playing,001010000001000000000000000000000000,000100000000010000000000000000000000,21,64.232
1522,8,0,2,14,playing,010110000001000000001000000001001000,001000000000110000000110100000010000,23,7.214
1535,8,1,3,5,playing,000011000000000100000000000000000000,000100000000000000000100000000000000,11,79.133
1533,8,1,3,1,playing,000001000000000000000000000000000000,000000000000000000000000000000000000,21,28.378
1539,8,1,3,13,playing,000011100000001100000001010000000000,000100010001010000000100000000000001,32,6.207
1537,8,1,3,9,playing,000011100000001100000000000000000000,000100000001010000000100000000000000,7,5.054
1531,8,0,2,32,playing,110110100011000101001001010011001010,001001010000111010110110100100110001,33,15.201
1527,8,0,2,24,playing,010110100011000100001001000011001000,001001010000111000010110100100010000,34,60.408
1536,8,1,3,7,playing,000011000000001100000000000000000000,000100000001000000000100000000000000,13,31.893
1515,8,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,20,13.977
1514,8,1,1,13,win,001010000001000010100000000001001000,000101000000010000001110000000000000,23,1.466
1505,8,0,0,18,playing,010101010000110000000010100000001000,001000100001000110000101000000010100,14,45.354
1499,8,0,0,6,playing,000100000000110000000000000000000000,001000000000000000000001000000000100,5,46.222
1511,8,1,1,7,playing,001010000001000000000000000000001000,000100000000010000000100000000000000,5,127.374
1509,8,1,1,3,playing,001010000000000000000000000000000000,000000000000010000000000000000000000,3,4.771
