,subject,color,gi,mi,status,bp,wp,response,rt
2085,6.0,1,5,3,playing,000000000000000000000010010000000000,000000000000001000000000000000000000,24,2.063
2045,6.0,1,3,9,playing,000000100000010000000001000000011000,000000000000001000000010100000100000,4,1.443
2043,6.0,1,3,7,playing,000000100000000000000001000000011000,000000000000001000000010000000100000,24,2.727
2102,6.0,0,6,12,playing,000001010000001000001000110000000000,000000100000100000000111000000100000,3,1.107
1993,6.0,0,0,6,playing,000010000000000000010000000100000000,000001100000000100000000000000000000,11,10.205
2076,6.0,0,4,6,playing,000101000000010000000000000000000000,001000000000000000000001000000100000,29,3.524
2129,6.0,0,8,6,playing,000100000000010000000001000000000000,000000000000100000000010000000000100,32,2.707
2238,6.0,0,14,14,playing,000110001001010000000001100000000000,000001110000100100000010000000000100,32,1.798
2018,6.0,1,1,13,playing,000010100001110001000100000000000000,000000000010001110000010000000100000,20,9.893
2280,6.0,0,18,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,10,2.161
2357,6.0,1,23,15,playing,001110000000010000000111000000100000,000000000001100000001000100001010100,15,6.895
2320,6.0,1,21,7,playing,000011000000010100000000000000000000,010000000000001000000100000000000000,22,1.089
2232,6.0,0,14,8,playing,000110000001010000000000000000000000,000001110000100000000000000000000000,8,1.709
2302,6.0,0,20,2,playing,000000000000000000000000100000000000,000000000000000000000100000000000000,23,1.417
2248,6.0,1,15,7,playing,000110000000001000000000000000001000,001000000000100000000010000000000000,5,4.402
2163,6.0,1,9,9,playing,000000000000110000001110000000000000,000100000000000010010001000000000000,11,4.234
2143,6.0,0,8,20,playing,000100100000010000001001010000111010,000011000000101110000010100001000100,17,1.45
2115,6.0,1,7,5,playing,000110000000000000000010000000000000,001000000000100000000000000000000000,5,3.883
2033,6.0,0,2,12,playing,001000000000101100000010000000010000,000010000000010000000000100000101100,16,2.981
2080,6.0,0,4,10,playing,000101000000110000000000000001000000,001000000000000000000111000000100000,20,1.82
2298,6.0,1,19,11,playing,101100000000100000001000000000100000,010010000000000010000110000000000000,23,2.41
2384,6.0,0,26,6,playing,001100100000000000000000000000000000,000011000000000000000100000000000000,13,2.104
2063,6.0,1,3,27,playing,000101100011010000101101000100011010,010010011000101000010010100011100100,9,1.953
1995,6.0,0,0,8,playing,000010000001000000010000000100000000,000101100000000100000000000000000000,25,2.144
2141,6.0,0,8,18,playing,000100100000010000001001000000111010,000011000000101100000010100001000100,25,1.862
2268,6.0,1,17,5,playing,000000000000011000000100000000000000,000000000000100100000000000000000000,5,1.355
2359,6.0,0,24,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,10,1.819
1997,6.0,0,0,10,playing,000010000001000000010000010100000000,000101100000010100000000000000000000,12,2.889
2282,6.0,0,18,2,playing,000000000010000000000000000000000000,000000000000000000000000000000001000,12,3.186
2326,6.0,0,22,2,playing,000000000001000000000000000000000000,000010000000000000000000000000000000,3,1.409
2173,6.0,0,10,4,playing,000000000001000000000100000000000000,010000000000001000000000000000000000,12,3.122
2031,6.0,0,2,10,playing,001000000000101100000010000000000000,000010000000010000000000000000101100,31,1.951
2041,6.0,1,3,5,playing,000000000000000000000001000000011000,000000000000001000000010000000000000,30,1.277
2332,6.0,0,22,8,playing,000100000001000000010000000000000010,000010000000101000000000000100000000,13,3.005
2057,6.0,1,3,21,playing,000101100001010000000101000100011010,010010010000001000000010100011100100,19,1.266
2183,6.0,0,10,14,playing,000010000011100000000110000010000000,010000000100011000011000000000100000,2,10.265
2149,6.0,0,8,26,playing,000100100000010001011001011000111010,100011001001101110000010100001000100,10,2.074
2258,6.0,0,16,4,playing,000000000000000100000001000000000000,000000010000000000100000000000000000,14,2.834
2351,6.0,1,23,9,playing,000010000000010000000111000000000000,000000000000100000001000000001010000,24,1.632
2349,6.0,1,23,7,playing,000010000000010000000110000000000000,000000000000100000001000000001000000,31,1.649
2244,6.0,1,15,3,playing,000110000000000000000000000000000000,000000000000100000000000000000000000,2,1.452
2194,6.0,1,11,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,11,3.352
2169,6.0,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,3.045
2023,6.0,0,2,2,playing,000000000000100000000000000000000000,000010000000000000000000000000000000,2,2.014
1999,6.0,0,0,12,playing,000010000001100000010000010100000000,000101100000010100000001000000000000,33,11.437
2119,6.0,1,7,9,playing,000110000000001000000010100000000000,001001000000110000000000000000000000,34,1.335
2304,6.0,0,20,4,playing,000000000000000000000001100000000000,000000000000000000000100010000000000,14,2.788
2121,6.0,1,7,11,playing,000110000000001000000011100000000000,001001000000110000000000000000000010,21,7.118
2353,6.0,1,23,11,playing,000010000000010000000111000000100000,000000000000100000001000100001010000,11,6.811
2236,6.0,0,14,12,playing,000110001001010000000001000000000000,000001110000100100000000000000000100,24,3.693
2012,6.0,1,1,7,playing,000010000000110001000000000000000000,000000000000001110000000000000000000,22,3.122
2306,6.0,0,20,6,playing,000000000000001000000001100000000000,000000000000000000000100010000001000,15,5.006
2111,6.0,1,7,1,playing,000010000000000000000000000000000000,000000000000000000000000000000000000,12,3.595
2055,6.0,1,3,19,playing,000101100001010000000101000000011010,010010010000001000000010100001100100,28,10.516
2008,6.0,1,1,3,playing,000000000000010001000000000000000000,000000000000000010000000000000000000,15,3.388
2336,6.0,0,22,12,playing,000100000001010000011000000000000010,000010000000101000000000000101100000,28,1.501
2256,6.0,0,16,2,playing,000000000000000100000000000000000000,000000000000000000100000000000000000,23,3.371
2191,6.0,0,10,22,playing,001110000011100100000111000010000000,010001000100011000011000100000111000,33,7.275
2001,6.0,0,0,14,playing,000010000001100000010000010100000100,000101110000010100000001000000000000,8,6.599
2125,6.0,0,8,2,playing,000100000000000000000000000000000000,000000000000100000000000000000000000,13,1.38
2123,6.0,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,3,3.835
2296,6.0,1,19,9,playing,101100000000100000000000000000100000,010010000000000010000010000000000000,21,1.315
2207,6.0,0,12,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,15,4.386
2025,6.0,0,2,4,playing,001000000000100000000000000000000000,000010000000000000000000000000001000,14,7.098
2104,6.0,0,6,14,playing,000101010000001000001000110000000000,001000100000100000000111000000100000,32,1.866
2049,6.0,1,3,13,playing,000001100000010000000001000000011010,000010000000001000000010100000100100,7,3.3
2171,6.0,0,10,2,playing,000000000001000000000000000000000000,000000000000001000000000000000000000,21,1.402
2014,6.0,1,1,9,playing,000010000001110001000000000000000000,000000000000001110000010000000000000,10,2.647
2003,6.0,0,0,16,playing,000010001001100000010000010100000100,000101110000011100000001000000000000,16,6.371
2367,6.0,0,24,8,playing,000000000010000000011000000000000100,100000000000001000000000000000001010,21,2.353
2061,6.0,1,3,25,playing,000101100011010000001101000100011010,010010010000101000010010100011100100,8,10.257
2274,6.0,1,17,11,playing,000010010000011000000110000000000000,000001000000100100000001000000010000,6,7.01
2260,6.0,0,16,6,playing,000000000000001100000001000000000000,000000010000000000100000000000001000,13,2.831
2078,6.0,0,4,8,playing,000101000000010000000000000001000000,001000000000000000000101000000100000,12,7.91
2338,6.0,0,22,14,playing,000100000001010000011000000010000010,000010000000101000000010000101100000,6,3.445
2365,6.0,0,24,6,playing,000000000010000000011000000000000000,100000000000000000000000000000001010,33,2.003
2131,6.0,0,8,8,playing,000100000000010000000001000000001000,000010000000100000000010000000000100,20,5.277
2266,6.0,1,17,3,playing,000000000000011000000000000000000000,000000000000000100000000000000000000,12,1.771
2065,6.0,1,3,29,playing,000101100011010100101101000100011010,010010011100101000010010100011100100,17,3.333
1989,6.0,0,0,2,playing,000000000000000000000000000100000000,000000100000000000000000000000000000,19,9.204
2039,6.0,1,3,3,playing,000000000000000000000001000000001000,000000000000000000000010000000000000,14,1.362
2100,6.0,0,6,10,playing,000001010000001000000000110000000000,000000100000000000000111000000100000,20,1.293
2083,6.0,1,5,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,14,1.122
2029,6.0,0,2,8,playing,001000000000101100000000000000000000,000010000000010000000000000000001100,22,3.907
2363,6.0,0,24,4,playing,000000000010000000010000000000000000,100000000000000000000000000000001000,20,1.791
2340,6.0,0,22,16,playing,000100100001010000011000000010000010,000010000000101000000010000101101000,31,7.704
2067,6.0,1,3,31,playing,000101100011010100101101010100011010,010010011100101001010010100011100100,35,2.63
2204,6.0,1,11,11,playing,000011010000001100000000000000000100,000100000001110000000001000000000000,6,3.684
2252,6.0,1,15,11,playing,000110000000001000000000000000011010,001001000000100000000010000001000000,33,1.208
2292,6.0,1,19,5,playing,001100000000100000000000000000000000,000000000000000010000010000000000000,4,2.219
2316,6.0,1,21,3,playing,000000000000010100000000000000000000,010000000000000000000000000000000000,14,2.059
2135,6.0,0,8,12,playing,000100000000010000001001000000101000,000010000000101000000010100000000100,34,3.525
2147,6.0,0,8,24,playing,000100100000010001001001011000111010,100011001000101110000010100001000100,19,4.408
