,subject,color,gi,mi,status,bp,wp,response,rt
1517,8,0,2,4,playing,000010000000000000001000000000000000,000000000000100000000100000000000000,29,38.016
1523,8,0,2,16,playing,010110000001000000001001000001001000,001000000000111000000110100000010000,15,7.611
1525,8,0,2,20,playing,010110100001000100001001000001001000,001001010000111000000110100000010000,28,46.447
1532,8,0,2,34,playing,110110100011000101001001010011001110,001001010100111010110110100100110001,8,6.176
1503,8,0,0,14,playing,000101010000110000000010000000001000,001000000001000100000101000000010100,1,6.999
1512,8,1,1,9,playing,001010000001000000000000000001001000,000101000000010000000100000000000000,20,16.373
1504,8,0,0,16,playing,010101010000110000000010000000001000,001000100001000100000101000000010100,24,18.243
1506,8,0,0,20,playing,010101010000111000000010100000001000,001010100001000110000101000000010100,30,84.487
1526,8,0,2,22,playing,010110100001000100001001000011001000,001001010000111000000110100100010000,10,78.848
1502,8,0,0,12,playing,000101000000110000000010000000001000,001000000000000100000101000000010100,7,5.819
1530,8,0,2,30,playing,110110100011000101001001000011001010,001001010000111010010110100100110001,25,8.691
1496,8,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,17.284
1520,8,0,2,10,playing,010010000001000000001000000001000000,001000000000110000000100000000010000,3,91.023
1507,8,0,0,22,playing,010101010000111000000010100000101000,001010100001000110001101000000010100,19,13.534
1529,8,0,2,28,playing,110110100011000100001001000011001010,001001010000111000010110100100110001,17,39.526
1519,8,0,2,8,playing,010010000000000000001000000001000000,000000000000110000000100000000010000,11,61.034
1518,8,0,2,6,playing,000010000000000000001000000001000000,000000000000100000000100000000010000,1,162.331
1513,8,1,1,11,playing,001010000001000000100000000001001000,000101000000010000001100000000000000,22,57.003
1521,8,0,2,12,playing,010110000001000000001000000001000000,001000000000110000000110000000010000,32,95.372
1501,8,0,0,10,playing,000101000000110000000010000000000000,001000000000000000000101000000010100,32,8.686
1498,8,0,0,4,playing,000100000000010000000000000000000000,001000000000000000000000000000000100,12,38.068
1540,8,1,3,15,playing,000011100000001100000011010000000000,000100010001010000000100000000001001,24,3.221
