,subject,color,gi,mi,status,bp,wp,response,rt
1750,10,1,7,3,playing,000000000000100000100000000000000000,000000000000000000000100000000000000,22,1.057
1831,10,1,17,13,playing,000010000000100000010001000001101000,000000000000011000001110000000010000,15,3.544
1788,10,0,12,10,playing,000010000000010000000110000001000000,000001000000100000001000000000110000,23,4.37
1834,10,1,17,19,playing,000010000000100010010001110001101000,000001010000011100001110000000010000,26,1.207
1784,10,0,12,2,playing,000000000000010000000000000000000000,000000000000100000000000000000000000,22,1.029
1721,10,1,3,29,playing,001110001100010100011100010100111000,010001100011101000100011100011000100,16,6.817
1868,10,1,21,17,win,000101000000100100000111000000001010,001000000001011000001000100000010100,29,1.343
1851,10,0,20,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,21,0.955
1814,10,0,14,28,playing,010001010001011001001011100000110010,000110100010100110000100011101001100,9,1.363
1882,10,0,24,6,playing,000000000000000000001110000000000000,000000000000100000010001000000000000,31,2.542
1877,10,1,23,9,playing,100010000000000000000000000101100000,000000000000000000000110000010010000,20,1.809
1712,10,1,3,11,playing,000110000000010000000100000100010000,000000000001100000000010000011000000,23,7.901
1765,10,1,9,13,playing,001011000001000100000101000000000000,010100000000111000000010000000000000,30,8.224
1838,10,0,18,6,playing,000000000000000100000011000000000000,001000000000100000000100000000000000,30,3.617
1744,10,1,5,7,playing,000000000000000000000010000000111000,000000000000011000000100000000000000,29,4.681
1722,10,1,3,31,playing,001110001100010101011100010100111000,010001100011101010100011100011000100,26,2.926
1813,10,0,14,26,playing,010001010001011000001011100000110010,000110100010100110000100011001001100,17,2.047
1716,10,1,3,19,playing,001110000000010000011100000100011000,010001000001100000100011000011000000,33,7.468
1840,10,0,18,10,playing,000000010000000100000011000000100000,001000000000100000000100000000011000,33,4.722
1777,10,1,11,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,22,0.91
1791,10,0,12,16,playing,000010000000010000000111000001001100,000101000010100000001000100000110000,11,1.484
1758,10,0,8,10,playing,000000000001100000000011000000001000,001000000000000000000100000001110000,13,3.17
1708,10,1,3,3,playing,000000000000010000000100000000000000,000000000000000000000010000000000000,29,7.45
1853,10,0,20,4,playing,000000000000000000000110000000000000,100000000000000000000001000000000000,20,4.939
1817,10,0,14,34,playing,010001010101011001111011100000110010,101110101010100110000100011101001100,28,1.278
1739,10,0,4,28,playing,000101100001001100101110100010001010,100010000000110010010001010101110101,7,2.921
1801,10,0,14,2,playing,000000000000000000000010000000000000,000000000000000000000100000000000000,14,1.309
1756,10,0,8,6,playing,000000000000100000000011000000000000,000000000000000000000100000000110000,32,4.89
1888,10,1,25,3,playing,000000000000001100000000000000000000,000000000000000000000010000000000000,13,1.111
1761,10,1,9,5,playing,000011000000000000000100000000000000,000100000000100000000000000000000000,13,2.088
1863,10,1,21,7,playing,000000000000000100000001000000001010,000000000000011000000000000000000100,31,1.668
1779,10,1,11,5,playing,000000000000010000000001000000001000,000000000000001000000010000000000000,33,2.555
1685,10,0,0,10,playing,001000000001000100000010000001000000,010100000000000000001000000000110000,32,4.246
1719,10,1,3,25,playing,001110000000010100011100010100111000,010001000001101000100011100011000100,10,11.758
1754,10,0,8,2,playing,000000000000000000000010000000000000,000000000000000000000000000000100000,23,1.176
1805,10,0,14,10,playing,000000000000011000000011000000010000,000110000000000100000100000000001000,5,2.554
1704,10,0,2,6,playing,000000000000010000000001000000010000,000000000000000100000000000000001100,24,1.655
1832,10,1,17,15,playing,000010000000100010010001000001101000,000000000000011100001110000000010000,5,7.398
1857,10,0,20,12,playing,010000000000000000001110000000011000,101100000001000000010001000000000000,27,1.535
1886,10,0,24,14,win,000001000001010000001110000000010000,000000000010101000010001100000001000,29,1.364
1848,10,1,19,9,playing,000010000001001100000100000000000000,000000000000010000000011000000010000,24,5.452
1844,10,1,19,1,playing,000000000000000100000000000000000000,000000000000000000000000000000000000,22,0.95
1724,10,1,3,35,draw,101110001100010101011100010100111001,010001100011101010100011101011000110,7,1.475
1781,10,1,11,9,playing,000000010000010000000001000000101000,000000100000001000000010000000000100,24,2.835
1787,10,0,12,8,playing,000010000000010000000110000000000000,000000000000100000001000000000110000,29,1.284
1747,10,0,6,4,playing,000000000000000000000110000000000000,000110000000000000000000000000000000,23,1.35
1828,10,1,17,7,playing,000000000000000000000001000001101000,000000000000000000000110000000010000,13,4.818
1714,10,1,3,15,playing,001110000000010000010100000100010000,010000000001100000000011000011000000,5,2.491
1727,10,0,4,4,playing,000000000000000000000110000000000000,000000000000010000000001000000000000,14,2.312
1682,10,0,0,4,playing,000000000001000000000010000000000000,010000000000000000000000000000010000,29,7.45
1799,10,1,13,13,win,010100000100010000001000100000100000,000000000001000100000111000000010000,7,1.195
1820,10,1,15,5,playing,000000000000000000000000000000011100,000000000000000000000010000000100000,21,2.736
1734,10,0,4,18,playing,000000000001001100001110100010001000,000010000000110010010001000001110000,6,9.966
1786,10,0,12,6,playing,000000000000010000000110000000000000,000000000000100000001000000000100000,4,2.867
1809,10,0,14,18,playing,000001000001011000000011100000110000,000110100000100100000100010001001000,20,10.409
1772,10,1,9,27,playing,101011100011000100000101000001001011,010100010000111000011010100010100100,16,8.121
1833,10,1,17,17,playing,000010000000100010010001010001101000,000001000000011100001110000000010000,7,2.927
1800,10,0,14,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.227
1693,10,0,0,26,playing,101000000001001101010110010001001100,010110000010110010001001100000110001,5,8.465
1821,10,0,16,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.891
1689,10,0,0,18,playing,101000000001001100000110000001001000,010100000010110000001001000000110000,33,1.376
1709,10,1,3,5,playing,000010000000010000000100000000000000,000000000000000000000010000001000000,28,12.121
1850,10,1,19,13,win,000110000001001110000100000000000000,000001000000010000000011100000010000,25,1.596
1690,10,0,0,20,playing,101000000001001100000110000001001100,010100000010110000001001100000110000,25,3.204
1713,10,1,3,13,playing,001110000000010000000100000100010000,000000000001100000000011000011000000,1,3.503
1873,10,1,23,1,playing,000000000000000000000000000000100000,000000000000000000000000000000000000,22,0.889
1692,10,0,0,24,playing,101000000001001101000110010001001100,010100000010110010001001100000110001,19,24.733
1865,10,1,21,11,playing,000000000000000100000111000000001010,000000000000011000000000100000010100,20,1.114
1687,10,0,0,14,playing,001000000001000100000110000001001000,010100000010100000001000000000110000,0,2.916
1733,10,0,4,16,playing,000000000001001100001110100000001000,000010000000110000010001000001110000,28,1.769
1710,10,1,3,7,playing,000010000000010000000100000000010000,000000000000000000000010000011000000,11,5.293
1753,10,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.37
1717,10,1,3,21,playing,001110000000010100011100000100011000,010001000001100000100011000011000100,24,5.016
1875,10,1,23,5,playing,000000000000000000000000000101100000,000000000000000000000010000000010000,28,1.22
1795,10,1,13,5,playing,000000000100010000001000000000000000,000000000000000000000110000000000000,11,2.837
1884,10,0,24,10,playing,000000000001000000001110000000010000,000000000000101000010001000000001000,5,1.579
1802,10,0,14,4,playing,000000000000001000000010000000000000,000010000000000000000100000000000000,13,1.447
1691,10,0,0,22,playing,101000000001001100000110010001001100,010100000010110000001001100000110001,17,14.399
1785,10,0,12,4,playing,000000000000010000000010000000000000,000000000000100000000000000000100000,21,1.141
1867,10,1,21,15,playing,000001000000100100000111000000001010,001000000000011000001000100000010100,11,4.921
1790,10,0,12,14,playing,000010000000010000000111000001000100,000101000000100000001000100000110000,32,4.747
